"year","state_name","class_desc","topic_desc","question_text","response_text","strat_value","strat_group","sample_size","prevalence","conf_low","conf_high","value_type"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$200,000+","Household Income",68,42.18,32.67,51.69,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$25,000-$34,999","Household Income",224,60.13,53.56,66.7,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$25,000-$34,999","Household Income",147,39.87,33.3,46.44,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$35,000-$49,999","Household Income",336,59.81,54.2,65.42,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$35,000-$49,999","Household Income",190,40.19,34.58,45.8,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$50,000-$99,999","Household Income",598,58.55,54.26,62.84,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$50,000-$99,999","Household Income",346,41.45,37.16,45.74,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Less than $15,000","Household Income",119,52.31,42.22,62.4,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Less than $15,000","Household Income",89,47.69,37.6,57.78,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Overall","Overall",2558,61.88,59.84,63.92,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Overall","Overall",1386,38.12,36.08,40.16,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Black, non-Hispanic","Race/Ethnicity",562,46.3,42.36,50.24,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Black, non-Hispanic","Race/Ethnicity",538,53.7,49.76,57.64,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Hispanic","Race/Ethnicity",55,68.12,57.93,78.31,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Hispanic","Race/Ethnicity",39,31.88,21.69,42.07,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Multiracial, non-Hispanic","Race/Ethnicity",37,40.69,25.7,55.68,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Multiracial, non-Hispanic","Race/Ethnicity",37,59.31,44.32,74.3,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","White, non-Hispanic","Race/Ethnicity",1841,68.4,65.99,70.81,"Crude Prevalence"
2023,"Alabama","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","White, non-Hispanic","Race/Ethnicity",745,31.6,29.19,34.01,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","18-24","Age Group",92,31.11,24.86,37.36,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","25-34","Age Group",288,47.53,42.51,52.55,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","25-34","Age Group",293,52.47,47.45,57.49,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","18-24","Age Group",212,68.89,62.64,75.14,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","35-44","Age Group",327,43.27,38.64,47.9,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","35-44","Age Group",415,56.73,52.1,61.36,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","45-54","Age Group",317,45.76,41.04,50.48,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","45-54","Age Group",436,54.24,49.52,58.96,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","55-64","Age Group",478,54.58,50.13,59.03,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","55-64","Age Group",434,45.42,40.97,49.87,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","65+","Age Group",1219,74.2,71.28,77.12,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","65+","Age Group",428,25.8,22.88,28.72,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","College graduate","Education Attained",1132,51.5,48.6,54.4,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","College graduate","Education Attained",920,48.5,45.6,51.4,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","H.S. or G.E.D.","Education Attained",802,61.48,57.95,65.01,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","H.S. or G.E.D.","Education Attained",476,38.52,34.99,42.05,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Less than H.S.","Education Attained",120,65.3,56.26,74.34,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Less than H.S.","Education Attained",59,34.7,25.66,43.74,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Some post-H.S.","Education Attained",771,51.4,47.85,54.95,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Some post-H.S.","Education Attained",636,48.6,45.05,52.15,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Female","Gender",1401,55.45,52.65,58.25,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Female","Gender",1021,44.55,41.75,47.35,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Male","Gender",1440,55.58,52.89,58.27,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Male","Gender",1077,44.42,41.73,47.11,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$100,000-$199,999","Household Income",563,49.66,45.33,53.99,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$100,000-$199,999","Household Income",523,50.34,46.01,54.67,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$15,000-$24,999","Household Income",155,54.55,47.04,62.06,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$15,000-$24,999","Household Income",126,45.45,37.94,52.96,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$200,000+","Household Income",133,44.11,36.45,51.77,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$200,000+","Household Income",151,55.89,48.23,63.55,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$25,000-$34,999","Household Income",209,50.5,43.54,57.46,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$25,000-$34,999","Household Income",164,49.5,42.54,56.46,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$35,000-$49,999","Household Income",293,58.94,52.77,65.11,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$35,000-$49,999","Household Income",178,41.06,34.89,47.23,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$50,000-$99,999","Household Income",832,54.46,50.85,58.07,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$50,000-$99,999","Household Income",610,45.54,41.93,49.15,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Less than $15,000","Household Income",85,53.34,43.85,62.83,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Less than $15,000","Household Income",93,46.66,37.17,56.15,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Overall","Overall",2841,55.52,53.58,57.46,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Overall","Overall",2098,44.48,42.54,46.42,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","American Indian or Alaskan Native, non-Hispanic","Race/Ethnicity",347,59.42,53.76,65.08,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","American Indian or Alaskan Native, non-Hispanic","Race/Ethnicity",238,40.58,34.92,46.24,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Asian, non-Hispanic","Race/Ethnicity",93,84,76.98,91.02,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Asian, non-Hispanic","Race/Ethnicity",22,16,8.98,23.02,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Black, non-Hispanic","Race/Ethnicity",51,40.88,28.77,52.99,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Black, non-Hispanic","Race/Ethnicity",65,59.12,47.01,71.23,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Hispanic","Race/Ethnicity",98,48.93,40.31,57.55,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Hispanic","Race/Ethnicity",99,51.07,42.45,59.69,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Multiracial, non-Hispanic","Race/Ethnicity",115,41.61,33.93,49.29,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Multiracial, non-Hispanic","Race/Ethnicity",152,58.39,50.71,66.07,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","White, non-Hispanic","Race/Ethnicity",2076,54.49,52.28,56.7,"Crude Prevalence"
2023,"Alaska","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","White, non-Hispanic","Race/Ethnicity",1502,45.51,43.3,47.72,"Crude Prevalence"
2023,"Florida","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Overall","Overall",4372,42.86,40.98,44.74,"Crude Prevalence"
2023,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","35-44","Age Group",515,61.49,57.04,65.94,"Crude Prevalence"
2023,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","45-54","Age Group",471,45.24,41.03,49.45,"Crude Prevalence"
2023,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","45-54","Age Group",578,54.76,50.55,58.97,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","55-64","Age Group",1181,64.52,61.36,67.68,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","55-64","Age Group",708,35.48,32.32,38.64,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","18-24","Age Group",402,76.42,71.79,81.05,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","18-24","Age Group",130,23.58,18.95,28.21,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","25-34","Age Group",515,55.5,51.34,59.66,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","25-34","Age Group",416,44.5,40.34,48.66,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","35-44","Age Group",548,48.91,44.99,52.83,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","35-44","Age Group",579,51.09,47.17,55.01,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","45-54","Age Group",725,57.54,53.78,61.3,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","45-54","Age Group",629,42.46,38.7,46.22,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","65+","Age Group",3983,81.16,79.45,82.87,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","65+","Age Group",952,18.84,17.13,20.55,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","College graduate","Education Attained",2957,61.81,59.73,63.89,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","College graduate","Education Attained",1515,38.19,36.11,40.27,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","H.S. or G.E.D.","Education Attained",1689,70.1,67.2,73,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","H.S. or G.E.D.","Education Attained",636,29.9,27,32.8,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Less than H.S.","Education Attained",429,64.47,59.28,69.66,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Less than H.S.","Education Attained",201,35.53,30.34,40.72,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Some post-H.S.","Education Attained",2245,65.4,62.91,67.89,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Some post-H.S.","Education Attained",1051,34.6,32.11,37.09,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Female","Gender",4047,65.57,63.57,67.57,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Female","Gender",1760,34.43,32.43,36.43,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Male","Gender",3307,65.37,63.39,67.35,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Male","Gender",1654,34.63,32.65,36.61,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$100,000-$199,999","Household Income",1165,62.97,59.72,66.22,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$100,000-$199,999","Household Income",655,37.03,33.78,40.28,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$15,000-$24,999","Household Income",581,62.68,57.11,68.25,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$15,000-$24,999","Household Income",289,37.32,31.75,42.89,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$200,000+","Household Income",276,58.06,52.24,63.88,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$200,000+","Household Income",206,41.94,36.12,47.76,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$25,000-$34,999","Household Income",771,65.86,61.29,70.43,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$25,000-$34,999","Household Income",364,34.14,29.57,38.71,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$35,000-$49,999","Household Income",836,61.95,57.5,66.4,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$35,000-$49,999","Household Income",389,38.05,33.6,42.5,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$50,000-$99,999","Household Income",2007,64.39,61.69,67.09,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$50,000-$99,999","Household Income",911,35.61,32.91,38.31,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Less than $15,000","Household Income",299,61.16,54.24,68.08,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Less than $15,000","Household Income",184,38.84,31.92,45.76,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Overall","Overall",7354,65.47,64.06,66.88,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Overall","Overall",3414,34.53,33.12,35.94,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","American Indian or Alaskan Native, non-Hispanic","Race/Ethnicity",331,60.3,53.81,66.79,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","American Indian or Alaskan Native, non-Hispanic","Race/Ethnicity",180,39.7,33.21,46.19,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Asian, non-Hispanic","Race/Ethnicity",128,72.6,63.66,81.54,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Asian, non-Hispanic","Race/Ethnicity",49,27.4,18.46,36.34,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Black, non-Hispanic","Race/Ethnicity",124,50.68,42.49,58.87,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Black, non-Hispanic","Race/Ethnicity",136,49.32,41.13,57.51,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Hispanic","Race/Ethnicity",1171,62.45,59.31,65.59,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Hispanic","Race/Ethnicity",646,37.55,34.41,40.69,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Multiracial, non-Hispanic","Race/Ethnicity",93,50.23,39.57,60.89,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Multiracial, non-Hispanic","Race/Ethnicity",88,49.77,39.11,60.43,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Other, non-Hispanic","Race/Ethnicity",78,66.97,55.35,78.59,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Other, non-Hispanic","Race/Ethnicity",41,33.03,21.41,44.65,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","White, non-Hispanic","Race/Ethnicity",5414,68.52,66.93,70.11,"Crude Prevalence"
2023,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","White, non-Hispanic","Race/Ethnicity",2272,31.48,29.89,33.07,"Crude Prevalence"
2023,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","55-64","Age Group",614,53.75,49.63,57.87,"Crude Prevalence"
2023,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","55-64","Age Group",491,46.25,42.13,50.37,"Crude Prevalence"
2023,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Male","Gender",1382,64.79,62.07,67.51,"Crude Prevalence"
2023,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","18-24","Age Group",148,75.4,68.3,82.5,"Crude Prevalence"
2023,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","18-24","Age Group",44,24.6,17.5,31.7,"Crude Prevalence"
2023,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","25-34","Age Group",264,58.27,53.04,63.5,"Crude Prevalence"
2023,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","25-34","Age Group",175,41.73,36.5,46.96,"Crude Prevalence"
2023,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","35-44","Age Group",261,50.85,45.87,55.83,"Crude Prevalence"
2023,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","35-44","Age Group",245,49.15,44.17,54.13,"Crude Prevalence"
2023,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","45-54","Age Group",334,50.35,45.88,54.82,"Crude Prevalence"
2023,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","45-54","Age Group",313,49.65,45.18,54.12,"Crude Prevalence"
2023,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","55-64","Age Group",580,66.04,62.34,69.74,"Crude Prevalence"
2023,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","55-64","Age Group",303,33.96,30.26,37.66,"Crude Prevalence"
2023,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","65+","Age Group",1714,82.48,80.42,84.54,"Crude Prevalence"
2023,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","65+","Age Group",338,17.52,15.46,19.58,"Crude Prevalence"
