"year","state_name","class_desc","topic_desc","question_text","response_text","strat_value","strat_group","sample_size","prevalence","conf_low","conf_high","value_type"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$25,000-$34,999","Household Income",119,33.1,25.6,40.5,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$25,000-$34,999","Household Income",309,66.9,59.5,74.4,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$35,000-$49,999","Household Income",153,39.8,31.4,48.2,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$35,000-$49,999","Household Income",372,60.2,51.8,68.6,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$50,000+","Household Income",398,39.5,35,44,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$50,000+","Household Income",801,60.5,56,65,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","White, non-Hispanic","Race/Ethnicity",752,32.5,29.6,35.4,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","White, non-Hispanic","Race/Ethnicity",2004,67.5,64.6,70.4,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Black, non-Hispanic","Race/Ethnicity",42,62.5,48,77,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Black, non-Hispanic","Race/Ethnicity",42,37.5,23,52,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Hispanic","Race/Ethnicity",181,41.7,34.4,49.1,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Hispanic","Race/Ethnicity",327,58.3,50.9,65.7,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Other, non-Hispanic","Race/Ethnicity",96,38.5,27.7,49.3,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Other, non-Hispanic","Race/Ethnicity",146,61.5,50.7,72.3,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Multiracial, non-Hispanic","Race/Ethnicity",23,41.7,21.8,61.6,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Multiracial, non-Hispanic","Race/Ethnicity",31,58.3,38.4,78.2,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Male","Gender",489,36.5,32.3,40.7,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Male","Gender",1015,63.5,59.3,67.7,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Female","Gender",628,36.6,32.9,40.3,"Crude Prevalence"
2013,"Arizona","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Female","Gender",1581,63.4,59.7,67.1,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","55-64","Age Group",243,22.3,19,25.6,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","55-64","Age Group",857,77.7,74.4,81.1,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","65+","Age Group",183,9.3,7.5,11.1,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","65+","Age Group",1636,90.7,88.9,92.5,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Overall","Overall",1134,31.1,29.1,33.1,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Overall","Overall",3485,68.9,66.9,70.9,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","18-24","Age Group",60,31.4,23.8,38.9,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","18-24","Age Group",127,68.7,61.1,76.2,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","25-34","Age Group",188,52.2,46.2,58.2,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","25-34","Age Group",176,47.8,41.8,53.8,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","35-44","Age Group",224,44.6,39,50.2,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","35-44","Age Group",247,55.4,49.8,61,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","45-54","Age Group",236,32.8,28.3,37.3,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","45-54","Age Group",442,67.2,62.7,71.7,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Less than H.S.","Education Attained",109,28.1,22.2,34.1,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Less than H.S.","Education Attained",438,71.9,65.9,77.8,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","H.S. or G.E.D.","Education Attained",340,27.1,23.9,30.2,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","H.S. or G.E.D.","Education Attained",1334,72.9,69.8,76.1,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Some post-H.S.","Education Attained",326,35.6,31.7,39.5,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Some post-H.S.","Education Attained",817,64.4,60.5,68.3,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","College graduate","Education Attained",356,34.2,30.5,37.8,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","College graduate","Education Attained",882,65.9,62.2,69.5,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Less than $15,000","Household Income",213,41.9,36.1,47.7,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Less than $15,000","Household Income",455,58.1,52.3,63.9,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$15,000-$24,999","Household Income",249,36.3,31.5,41,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$15,000-$24,999","Household Income",656,63.8,59,68.5,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$25,000-$34,999","Household Income",118,30.4,24.4,36.3,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$25,000-$34,999","Household Income",350,69.6,63.7,75.6,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$35,000-$49,999","Household Income",137,31,25.3,36.7,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$35,000-$49,999","Household Income",448,69,63.3,74.8,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$50,000+","Household Income",320,27.8,24.4,31.2,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$50,000+","Household Income",943,72.2,68.8,75.6,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","White, non-Hispanic","Race/Ethnicity",736,26.6,24.5,28.8,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","White, non-Hispanic","Race/Ethnicity",2851,73.4,71.2,75.5,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Black, non-Hispanic","Race/Ethnicity",273,52.8,46.7,58.8,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Black, non-Hispanic","Race/Ethnicity",371,47.3,41.2,53.3,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Hispanic","Race/Ethnicity",42,37.6,26.7,48.4,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Hispanic","Race/Ethnicity",77,62.4,51.6,73.3,"Crude Prevalence"
2013,"Arkansas","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Other, non-Hispanic","Race/Ethnicity",35,30.8,19.3,42.2,"Crude Prevalence"
