"year","state_name","class_desc","topic_desc","question_text","response_text","strat_value","strat_group","sample_size","prevalence","conf_low","conf_high","value_type"
2013,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Black, non-Hispanic","Race/Ethnicity",796,40.7,37.4,44,"Crude Prevalence"
2013,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Hispanic","Race/Ethnicity",138,43.9,37.4,50.4,"Crude Prevalence"
2013,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Hispanic","Race/Ethnicity",170,56.1,49.6,62.7,"Crude Prevalence"
2013,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Other, non-Hispanic","Race/Ethnicity",82,29.8,20.3,39.3,"Crude Prevalence"
2013,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Other, non-Hispanic","Race/Ethnicity",128,70.2,60.7,79.7,"Crude Prevalence"
2013,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Multiracial, non-Hispanic","Race/Ethnicity",60,55.1,42.2,67.9,"Crude Prevalence"
2013,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Multiracial, non-Hispanic","Race/Ethnicity",57,45,32.1,57.8,"Crude Prevalence"
2013,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Male","Gender",1101,43.6,41.1,46.2,"Crude Prevalence"
2013,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Male","Gender",1520,56.4,53.8,59,"Crude Prevalence"
2013,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Female","Gender",1652,43.6,41.6,45.6,"Crude Prevalence"
2013,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Female","Gender",2737,56.4,54.4,58.4,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","18-24","Age Group",122,40.4,34.3,46.5,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","18-24","Age Group",168,59.6,53.5,65.7,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","25-34","Age Group",297,60.9,55.9,65.9,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","25-34","Age Group",188,39.1,34.1,44.1,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","35-44","Age Group",411,60.1,55.5,64.7,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","35-44","Age Group",247,39.9,35.3,44.5,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","45-54","Age Group",461,46.8,42.9,50.6,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","45-54","Age Group",489,53.2,49.4,57.1,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","55-64","Age Group",406,33.9,30.5,37.3,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","55-64","Age Group",854,66.1,62.7,69.5,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","65+","Age Group",293,15.8,13.8,17.9,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","65+","Age Group",1615,84.2,82.1,86.2,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Overall","Overall",1990,43.7,41.9,45.5,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Overall","Overall",3561,56.3,54.5,58.1,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Less than H.S.","Education Attained",181,34.6,29.1,40,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Less than H.S.","Education Attained",434,65.5,60,70.9,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","H.S. or G.E.D.","Education Attained",440,40.1,36.7,43.5,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","H.S. or G.E.D.","Education Attained",1029,59.9,56.5,63.3,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Some post-H.S.","Education Attained",602,50.3,47,53.6,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Some post-H.S.","Education Attained",872,49.7,46.4,53,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","College graduate","Education Attained",766,46,43.2,48.8,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","College graduate","Education Attained",1214,54,51.2,56.8,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Less than $15,000","Household Income",249,47.3,41.4,53.2,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Less than $15,000","Household Income",361,52.7,46.8,58.7,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$15,000-$24,999","Household Income",340,42.6,38.1,47.1,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$15,000-$24,999","Household Income",590,57.4,52.9,61.9,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$25,000-$34,999","Household Income",201,46.3,40.6,52,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$25,000-$34,999","Household Income",363,53.7,48,59.4,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$35,000-$49,999","Household Income",232,47.2,42,52.5,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$35,000-$49,999","Household Income",408,52.8,47.5,58,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$50,000+","Household Income",771,43.7,40.9,46.5,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$50,000+","Household Income",1272,56.3,53.5,59.1,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","White, non-Hispanic","Race/Ethnicity",978,34.3,32.2,36.4,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","White, non-Hispanic","Race/Ethnicity",2700,65.7,63.6,67.8,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Black, non-Hispanic","Race/Ethnicity",772,63.4,60,66.9,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Black, non-Hispanic","Race/Ethnicity",577,36.6,33.1,40,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Hispanic","Race/Ethnicity",95,38.1,30.5,45.8,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Hispanic","Race/Ethnicity",122,61.9,54.2,69.5,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Other, non-Hispanic","Race/Ethnicity",49,39.7,28.4,51,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Other, non-Hispanic","Race/Ethnicity",71,60.3,49,71.6,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Multiracial, non-Hispanic","Race/Ethnicity",53,57.1,42.9,71.3,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Multiracial, non-Hispanic","Race/Ethnicity",41,42.9,28.7,57.1,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Male","Gender",802,41.9,39.1,44.7,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Male","Gender",1330,58.1,55.3,60.9,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Female","Gender",1188,45.4,43.1,47.7,"Crude Prevalence"
2014,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Female","Gender",2231,54.6,52.3,56.9,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","18-24","Age Group",73,40.1,32.3,47.9,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","18-24","Age Group",112,59.9,52.1,67.7,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","25-34","Age Group",220,62.9,57,68.8,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","25-34","Age Group",137,37.1,31.2,43,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","35-44","Age Group",287,61.8,56.4,67.3,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","35-44","Age Group",159,38.2,32.7,43.6,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","45-54","Age Group",317,47.9,43.3,52.5,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","45-54","Age Group",337,52.1,47.5,56.7,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","55-64","Age Group",313,32.6,28.9,36.2,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","55-64","Age Group",605,67.4,63.8,71.1,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","65+","Age Group",198,15.6,13,18.2,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","65+","Age Group",1244,84.4,81.8,87,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Overall","Overall",1408,43.7,41.6,45.9,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Overall","Overall",2594,56.3,54.1,58.4,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Less than H.S.","Education Attained",127,42,35,48.9,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Less than H.S.","Education Attained",293,58,51.1,65,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","H.S. or G.E.D.","Education Attained",324,40.4,36.3,44.5,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","H.S. or G.E.D.","Education Attained",722,59.6,55.5,63.7,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Some post-H.S.","Education Attained",397,46.3,42.2,50.3,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Some post-H.S.","Education Attained",634,53.7,49.7,57.8,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","College graduate","Education Attained",558,45.8,42.7,49,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","College graduate","Education Attained",935,54.2,51,57.3,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Less than $15,000","Household Income",150,48.7,41.3,56,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Less than $15,000","Household Income",234,51.3,44,58.7,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$15,000-$24,999","Household Income",231,46.7,41.1,52.3,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$15,000-$24,999","Household Income",400,53.3,47.7,58.9,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$25,000-$34,999","Household Income",111,40.4,33.5,47.4,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$25,000-$34,999","Household Income",254,59.6,52.6,66.5,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$35,000-$49,999","Household Income",160,49.4,43.1,55.8,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$35,000-$49,999","Household Income",290,50.6,44.2,56.9,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$50,000+","Household Income",562,43.9,40.6,47.2,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$50,000+","Household Income",917,56.1,52.8,59.4,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","White, non-Hispanic","Race/Ethnicity",776,35.3,32.9,37.8,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","White, non-Hispanic","Race/Ethnicity",1965,64.7,62.2,67.1,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Black, non-Hispanic","Race/Ethnicity",490,58.3,53.9,62.7,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Black, non-Hispanic","Race/Ethnicity",457,41.7,37.3,46.1,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Asian, non-Hispanic","Race/Ethnicity",16,24.8,12,37.5,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Asian, non-Hispanic","Race/Ethnicity",41,75.2,62.5,88,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Multiracial, non-Hispanic","Race/Ethnicity",33,69.6,55.7,83.6,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Multiracial, non-Hispanic","Race/Ethnicity",21,30.4,16.4,44.3,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Hispanic","Race/Ethnicity",67,49.7,39.3,60.2,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Hispanic","Race/Ethnicity",73,50.3,39.8,60.7,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Male","Gender",582,43.3,40,46.5,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Male","Gender",990,56.7,53.5,60,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Female","Gender",826,44.2,41.3,47,"Crude Prevalence"
2015,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Female","Gender",1604,55.8,53,58.7,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","65+","Age Group",304,17.6,15.4,19.9,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","55-64","Age Group",353,37.5,33.6,41.4,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","55-64","Age Group",620,62.5,58.6,66.4,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","18-24","Age Group",108,35.4,29.3,41.6,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","18-24","Age Group",180,64.6,58.4,70.7,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","25-34","Age Group",301,60.8,55.8,65.8,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","25-34","Age Group",181,39.2,34.2,44.2,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","35-44","Age Group",360,63.1,58.2,67.9,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","35-44","Age Group",185,36.9,32.1,41.8,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","45-54","Age Group",427,51.7,47.6,55.9,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","45-54","Age Group",360,48.3,44.1,52.4,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","65+","Age Group",1450,82.4,80.1,84.6,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Overall","Overall",1853,44.9,43,46.8,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Overall","Overall",2976,55.1,53.2,57,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Less than H.S.","Education Attained",185,39.9,34.4,45.5,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Less than H.S.","Education Attained",362,60.1,54.5,65.6,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","H.S. or G.E.D.","Education Attained",457,41.6,38,45.2,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","H.S. or G.E.D.","Education Attained",860,58.4,54.8,62,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Some post-H.S.","Education Attained",524,48.5,44.9,52,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Some post-H.S.","Education Attained",718,51.5,48,55.1,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","College graduate","Education Attained",681,47.2,44.2,50.2,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","College graduate","Education Attained",1029,52.8,49.8,55.8,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Less than $15,000","Household Income",203,51.2,45,57.4,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Less than $15,000","Household Income",286,48.8,42.6,55,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$15,000-$24,999","Household Income",323,47.1,42.4,51.8,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$15,000-$24,999","Household Income",486,52.9,48.2,57.6,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$25,000-$34,999","Household Income",177,46.4,39.9,52.8,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$25,000-$34,999","Household Income",264,53.6,47.2,60.1,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$35,000-$49,999","Household Income",223,47.7,42.2,53.2,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$35,000-$49,999","Household Income",333,52.3,46.8,57.8,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","$50,000+","Household Income",683,45.6,42.6,48.6,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","$50,000+","Household Income",1034,54.4,51.4,57.4,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","White, non-Hispanic","Race/Ethnicity",910,37.4,35.1,39.7,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","White, non-Hispanic","Race/Ethnicity",2144,62.6,60.3,64.9,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Black, non-Hispanic","Race/Ethnicity",731,61.9,58.3,65.5,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Black, non-Hispanic","Race/Ethnicity",533,38.1,34.5,41.7,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","Yes","Asian, non-Hispanic","Race/Ethnicity",15,18.7,8.9,28.4,"Crude Prevalence"
2016,"Georgia","HIV-AIDS","HIV Test","Have you ever been tested for HIV?","No","Asian, non-Hispanic","Race/Ethnicity",70,81.3,71.6,91.1,"Crude Prevalence"
